company_name,booth,description,email,mobile_primary,domain,full_address,city,linkedin_url
RETISSIMA srl,Hall A; Stand A2-B7,"Rete Capo Horn UNI: Rete a semplice torsione con maglie romboidali, realizzata con filo di ferro zincato a caldo secondo la norma UNI EN 10244-2 e successivamente plastificato con PVC tramite processo di estrusione. La maglia è di 50×50 mm, mentre lo spessore è di 3,00/4,20 mm. Su richiesta è disponibile in versione solamente zincata o plastificata e in altri colori RAL. Rete disponibile nelle due altezze previste dalla norma: 2250 e 2500 mm. La posa viene effettuata con pali in profilo tubolare Ø 114 mm e spessore 3 mm. Pannello Dover UNI: Pannelli in rete elettrosaldata con maglia 50×200 mm, filo verticale da 6 mm e doppio filo orizzontale da 8 mm per conferire maggiore rigidità. Acciaio zincato a norma UNI EN 10244-2 e verniciato a polveri termoindurenti di poliestere. Comprensivi di punte non contundenti da 30 mm su un solo lato. Pannelli disponibili nelle due altezze previste dalla norma: 2230 e 2430 mm. La posa viene effettuata con piantane in tubolare rettangolare 60×140×3 mm e profili orizzontali in tubolare quadro 60×60×2 mm. Rete Capo Horn: Rete a semplice torsione con maglie romboidali, realizzata con filo di ferro zincato a caldo secondo la norma UNI EN 10244-2 e successivamente plastificata con PVC tramite processo di estrusione. La maglia è di 50×50 mm, mentre lo spessore di 2,7 mm è maggiorato rispetto alle soluzioni più comuni. Disponibile a magazzino nelle nove differenti altezze indicate nella scheda tecnica. Su richiesta è disponibile con spessori maggiorati, in versione solamente zincata oppure plastificata e in altri colori RAL. Pannello Dover: Pannelli rigidi in rete elettrosaldata con maglia 50×200 mm, filo verticale da 6 mm e doppio filo orizzontale da 8 mm per conferire maggiore rigidità. Acciaio zincato a norma UNI EN 10244-2 e verniciato a polveri termoindurenti di poliestere. Comprensivi di punte non contundenti da 30 mm su un solo lato. Colore verde RAL 6005 disponibile a magazzino, altri colori su richiesta. Disponibili nelle nove altezze indicate nella scheda tecnica. Cancelli a norma UNI: Cancelli su misura realizzati in rete elettrosaldata. Struttura composta interamente in ferro zincato e successivamente verniciato a polveri termoindurenti. La specchiatura è caratterizzata da filo verticale di spessore 6 mm e doppio filo orizzontale da 8 mm per garantire un’elevata resistenza nel tempo. Il colore principale è il giallo (RAL 1012), studiato per migliorare la visibilità dei cancelli e renderli particolarmente idonei come uscite di sicurezza. Disponibili su richiesta con sistemi di apertura dotati di sblocco rapido e maniglione antipanico. Rete Nylon: Rete realizzata in polietilene trattato contro i raggi UV, ideale per la delimitazione e la messa in sicurezza di campi sportivi e aree gioco. Soluzione specifica per evitare la fuoriuscita dei palloni durante le partite. Disponibile con tre diverse dimensioni di maglia quadrata, in base al tipo di sport: 13×13 mm, 4,8×4,8 mm e 2×2 mm. L’altezza della rete può essere richiesta su misura per adattarsi perfettamente alle specifiche necessità dell’impianto.",marketing@retissima.it,+390398944390,https://retissima.it,"Via Adamello, 24 23900 Lecco LC - IT",,
Saint-Gobain Logli S.r.l.,Hall A; Stand B22,,riccardo.viciguerra@saint-gobain.com,+390574 848111,https://saint-gobain.com,"Via Chemitz, 49/51 59100 Prato PO - IT",,
Sartoretto Component Srl,Hall A; Stand E37,,patrizia@sartorettogroup.com,+390422 320522,https://sartorettogroup.com,"Viale Delle Industrie, 95 31030 Dosson Di Casier TV - IT",,
Schmitz Foam Products B.V.,Hall B; Stand B21,"ProPlay: Realizzati con schiuma riciclata di alta qualità, gli shock pad ProPlay garantiscono prestazioni, resistenza e sicurezza eccezionali, riducendo al contempo i residui di schiuma. Sono apprezzati per le loro proprietà ammortizzanti, che assicurano sicurezza e una lunga durata per i campi sportivi e da gioco in erba sintetica. ProField: Uno shock pad in schiuma a rotolo con rivestimento in pile su entrambi i lati, per una durata e un assorbimento degli urti eccezionali. ProField offre una soluzione conveniente per i moderni campi sportivi in erba sintetica.",d.korten@schmitzfoam.com,+310031475370270,https://schmitzfoam.com,"Produktieweg, 6 6045 JC Roermond - NL",,
"Shandong Avant Sports Industrial Co., Ltd",Hall B; Stand E23,,847963953@qq.com,+860755 26490688,,The Northwest of Donghuan Road and Zhanbeiroad 253700 Shandong - CN,,
"Shandong Qiangmeng Sports Equipment Co., LTD",Hall A; Stand A11-A13,,andrew@qmtyvip.com,+8615300059158,,"Building 7-2, Linyi Fenghua Intelligent Equipment 276 Luozhuang - CN",,
"Shijiazhuang Enlio Import & Export Trading Co., Ltd",Hall B; Stand A20,,info@enlio.com,+8615831164612,https://enlio.com,"8th Floor, Block B, ICC, No. 95, Cangyu Rd, Yuhua District 5 Shijiazhuang City - CN",,
SINT ROC SRL,Hall A; Stand D40,,seneci@sintroc.com,+39046 4518427,https://sintroc.com,"Via Fornaci, 27B 38062 Arco TN - IT",,
SKIDATA SRL,Hall B; Stand A8-B9,"SOFTWARE DI GESTIONE ACCESSI: HANDSHAKE.LOGIC e SUMMIT.LOGIC sono software di gestione studiati per il controllo degli accessi pedonali a pagamento in tutte le realtà ad alto afflusso di persone come: stadi, parchi, musei, piscine, terme, etc... DOOR.GATE: Il terminale di accesso senza barriera fisica, che gestisce la lettura multipla di titotli RFID, Barcode, QR code, e NFC. Disponibile anche nella versione Pedestal trasportabile dove necessario senza bisogno di allacciamento elettrico (WiFi). VARCHI ARENA.GATE: Il varco completo a tutta altezza (singolo o doppio) specificamente sviluppato per stadi e strutture del tempo libero, che hanno necessità di un varco di sicurezza con capacità di lettura multipla: RFID, Barcode, QR code e NFC. TOUCH.CASH: La cassa manuale Touch Cash, nelle sue varie configurazioni, può gestire sia produzioni su scontrino di carta termica con stampanti fiscali e non, sia su fanfold ticket e card RFID, grazie al Coder Unlimited. Display cliente per la visualizzazione dei pagamenti anche digitali (es: Satispay). SKIOSK.SMART E SKIOSK.LITE: Casse automatiche per la vendita di ticket: versione con pagamento in contanti e carte di credito (Smart) e versione con pagamento solo carte di credito (Lite). In entrambe è consentita l’integrazioni con pagamenti digitali (es: Satispay - Paypal). CERTIFICATE VDS SOLUZIONE ACCREDITAMENTO: La soluzione di accreditamento SKIDATA, interamente basata su cloud, è progettata per gestire l'intero ciclo di vita delle credenziali in occasione di eventi complessi e in contesti con più sedi. Supporta diversi formati di credenziali: dalla carta e RFID ai dispositivi mobili e alla biometria, con ottime funzionalità offline e una gestione flessibile dei diritti di accesso. BRACCIALETTI RFID E KEYCARD: Supporti SKIDATA, dal tradizionale braccialetto monouso personalizzabile, al nuovo bracciale elastico con doppio chip, alle keycard originali realizzate in legno (prodotto ecosostenibile). SOLUZIONE PARKING: La soluzione Parking SKIDATA studiata appositamente per la gestione degli accessi globali nell’ambito di stadi, fiere, eventi o aree ricreative. Colonna Lite.Gate e Barrier. Gate per un accesso rapido anche con ticket NFC. VARCHI SMOVE: Il varco sMove Wave (tecnologia brevettata) è il nuovo varco dalla tecnologia innovativa, ideale per offrire un accesso sicuro e scorrevole dove transita utenza con titoli su Barcode, QR code, RFID e NFC. La soluzione è molto versatile e consente, nella modalità varco doppio, l’ accessibilità comoda e senza problemi anche a disabili o passeggini.",maura.baldi@skidata.com,+39051 9981901,https://skidata.com,"Via del Lavoro, 47 40033 Casalecchio di Reno BO - IT",,
SKYFITNESS SRL,Hall A; Stand C22-C24,,amministrazione@skyfitness.it,+390422542269,https://skyfitness.it,VIA RICCATI 58 31100 TREVISO TV - IT,,
SMG Sportplatzmaschinenbau GmbH,Hall B; Stand C14-D15,"MixMatic M140: Miscelatore discontinuo per leganti e granuli di gomma. Il MixMatic M140 è un miscelatore discontinuo versatile e potente, progettato specificamente per la lavorazione efficiente di leganti e granuli di gomma. Grazie alla sua struttura robusta e alle possibilità di applicazione flessibili, è perfettamente adatto a lotti di piccole e medie dimensioni. L'unità di miscelazione compatta presenta un'altezza di riempimento regolabile da 1053 mm a 1353 mm, consentendo un riempimento comodo ed ergonomico. Il potente azionamento elettrico, combinato con un movimento di miscelazione preciso e un'elevata velocità di 50 giri/min, garantisce risultati omogenei nel minor tempo possibile – solitamente in meno di due minuti. PlanoMatic P211: Finitrice semiautomatica per superfici sportive polivalenti, parchi giochi, piste di atterraggio e percorsi da jogging. Larghezza di lavoro 1.100 mm (variabile), resa oraria 290 m²/h. La P211 è azionata da un motoriduttore elettrico e, grazie ai convertitori di frequenza, la sua velocità di stesa è regolabile in modo continuo. Il timone di sterzo è dotato di comandi per la guida e l'oscillazione del rasatore. La pressione laterale sul timone di sterzo determina la direzione di marcia della macchina. La compattazione del materiale e lo spessore di posa possono essere regolati manualmente. Pertanto, questa macchina leggera può essere facilmente azionata da una sola persona. PlanoMatic P928: Finitrice completamente automatica per strati elastici, sottofondi elastici, piste di atletica e superfici sportive polivalenti. La PlanoMatic P928 è una finitrice completamente automatica. Con velocità regolabili in continuo da 0,8 a 4,5 m/min, offre una resa teorica fino a 730 m²/h. La larghezza regolabile individualmente fino a 2.700 mm la rende ideale per piste da atletica e impianti sportivi scolastici. La P928 è dotata di un controllo automatico delle curve per le piste da atletica e di un sottocarro a comando idraulico. La P928 può essere dotata di un dispositivo di livellamento automatico opzionale (sensore/unità tattile) per una posa uniforme. TurfMuncher TM2000D: Macchina semovente per la rimozione di erba sintetica. Il TurfMuncher TM2000D semovente avvolge l'erba sintetica in rotoli compatti da 2 metri e rimuove il materiale di riempimento. È azionato da un motore diesel raffreddato ad acqua da 35 kW (46,2 CV) e tutte le sue funzioni sono controllate elettroidraulicamente. La macchina è comodamente comandata da un pannello di controllo girevole. Il peso, la pressione al suolo e lo sterzo della macchina sono progettati per l'uso su sottofondi sensibili come, ad esempio, gli strati elastici. L'altezza di scarico del nastro trasportatore di 2,4 metri consente un facile prelievo del materiale di riempimento da parte di pale gommate, dumper o BigBag. TurfCare TCA1402: Attrezzo trainato a terra per la pulizia e la manutenzione del manto erboso artificiale. Il TurfCare TCA1402 è progettato sia per sistemi di manto erboso artificiale con riempimento che senza. Il funzionamento a ruote lo rende indipendente da trasmissioni idrauliche o dalla presa di forza (PTO), consentendone l'utilizzo con trattori compatti o quad. La profondità di lavoro della spazzola rotante può essere facilmente regolata e bloccata utilizzando due mandrini di regolazione con indicatore di altezza integrato e livelle a bolla montate lateralmente. Il vaglio vibrante può essere regolato da 4 a 10 mm a seconda del livello di contaminazione e delle dimensioni del materiale di riempimento. I vassoi di vagliatura possono essere rimossi rapidamente per una facile manutenzione. Un sistema di aspirazione opzionale rimuove polvere e sporco durante la pulizia della superficie. Il filtro integrato soddisfa le norme DIN EN 60335-2-69 (classe di polvere M) ed EN 779 F8/F9, catturando polvere fine e particelle di microplastica. Per le aree di accesso strette, è possibile aprire le ruote di trasporto e sollevare la barra di traino. La macchina include un attacco a tre punti standard che può essere rapidamente convertito in funzionamento con barra di traino senza attrezzi. Un robusto telaio anteriore garantisce un funzionamento stabile e fluido, mentre la funzione di vibrazione può essere disattivata per superfici delicate come il manto erboso non riempito. Pratici vani portaoggetti e sportelli di servizio consentono una facile manutenzione e un rapido accesso ai componenti. TurfSoft TS1 DC: Macchina per la pulizia e la cura del manto erboso artificiale. Il modello TurfSoft TS1 DC è stato progettato specificamente per la pulizia e la manutenzione periodica dello strato superiore dei campi da padel con fibre di erba artificiale di lunghezza tipica compresa tra 10 e 15 mm. La sua potente spazzola principale rimuove efficacemente le particelle sospese, i residui di abrasione e lo sporco, mentre due spazzole laterali puliscono a fondo i bordi. Un setaccio vibrante raccoglie lo sporco e le fibre usurate, filtra la sabbia e la restituisce alla superficie di gioco. Il filtro antipolvere integrato soddisfa le norme DIN EN60335-2-69 / Classe di polvere “M” e EN779 ‘F8’/“F9”, catturando anche la polvere più fine e le particelle di microplastica. Grazie al funzionamento a batteria senza cavi, il TurfSoft TS1 è altamente flessibile e maneggevole. Inoltre, il setaccio vibrante modificato può essere chiuso, consentendo di utilizzare la macchina non solo sul campo ma anche per la pulizia delle aree circostanti. Allo stesso tempo, la macchina è ideale per la pulizia di tutti i tipi di superfici dei campi da pickleball. La geometria della macchina e il sistema di spazzole sono ottimizzati per il tappeto erboso artificiale più corto, motivo per cui se ne sconsiglia l’uso su tipi di tappeto erboso con fibre più lunghe. Con il TurfSoft TS1, la manutenzione regolare del campo può essere eseguita in modo affidabile, garantendo una qualità di gioco costantemente elevata e preservando il valore a lungo termine del campo.",andreas.mekle@smg-machines.com,+49730696650,https://smg-machines.com,,,
Solaris Architettura Tessile Srl,Hall B; Stand C6-D7,,danieli@solarisarchitettura.it,+39049 9405838,https://solarisarchitettura.it,"Via Padova, 40 35024 Bovolenta PD - IT",,
Sport Grupa sp. z.o.o.,Hall A; Stand A17,,piotr.bienkowski@sportgrupa.pl,+4825 7586600,https://sportgrupa.pl,"Dzwigowa, 24 05-300 Minsk Mazowiecki - PL",,
Sport System srl,Hall A; Stand B2/C5,"S04064 - Impianto basket Trevi a muro chiudibile lateralmente: Impianto basket Trevi a muro chiudibile lateralmente, sbalzo cm 325, tabelloni in cristallo temperato su telaio con protezione, canestri reclinabili e retine; omologato FIBA per competizioni di 2° livello S04070 - Impianto basket Top a soffitto chiudibile verso l'alto, motorizzato: Impianto basket Top a soffitto chiudibile verso l'alto, motorizzato, struttura realizzata a disegno, tabelloni in cristallo temperato su telaio con protezione, canestri reclinabili e retine; omologato FIBA per competizioni di 2° livello S04100 - Impianto Hydroplay ACE mobile su ruote: Impianto Hydroplay ACE mobile su ruote, sbalzo cm 325, sistema oleodinamico elettrico di regolazione dell'altezza e per la gestione indipendente delle ruote, tabelloni di cristallo temperato con protezione, canestri reclinabili e retine; omologato FIBA per competizioni di 1° livello S05109 - Struttura Hydroplay ACE personalizzata 3ON3: Struttura Hydroplay ACE personalizzata 3ON3 interamente in acciaio zincato con braccio ricurvo avente sbalzo totale cm 225; carter posteriore di protezione del sistema idraulico di movimentazione; indicatore contasecondi integrato nella protezione frontale con copertura in policarbonato, completo di pulsantiera di comando; pedana di supporto per zavorra aggiuntiva Panchina VIP per riserve ed allenatori. Stile ed eleganza a bordo campo!: Da oltre 30 anni Sport System progetta e produce una linea completa di panchine VIP per riserve ed allenatori con strutture dal design differente e realizzate in acciaio zincato, acciaio zincato e verniciato o alluminio … fisse a terra o mobili su ruote … con poltrone dal design comodo ed avvolgente, di differenti modelli e personalizzabili nella scelta dei colori e nel ricamo di eventuali loghi. S07312 - Panchina spogliatoio completa: Panchina spogliatoio da mt 2 completa di schienale, attaccapanni e tettuccio. Struttura in tubolare di acciaio verniciato diametro mm 40, con sottostante ripiano porta scarpe. Sedile, schienale, tavola attaccapanni e tettuccio in listoni di legno verniciato sezione mm 100x21. Completa di nr 6 grucce appendiabito. Punti di appoggio gommati. Dimensioni cm 200x40x185. S07678 - Tribuna componibile: Tribuna componibile da mt 10 costituita di 4 moduli di seduta più un modulo con scalini di accesso, accostabili tra loro secondo qualsiasi ordine, ribaltabili e mobili su ruote, stoccabili a scomparsa uno nell’altro grazie alla diversa lunghezza dei moduli stessi (cm 280, 240, 200, 160 e 120); struttura in acciaio verniciato (colore a richiesta), pannelli di seduta in legno verniciato, pannelli di camminata in legno con finitura antiscivolo; poggia-schiena abbattibile integrato nell’ultima fila di seduta; per uso interno. S07603 - Tenda divisoria combinata per campi gioco: Tenda divisoria combinata per campi gioco realizzata in materiale sintetico ignifugo a singolo telo per cm 270 da terra e rete a maglia cm 10x10 per la restante altezza, scorrimento verticale con funzionamento elettrico S07602 - Tenda divisoria: Tenda divisoria ""acustica"" per campi da gioco realizzata in materiale sintetico ignifugo a doppio telo, scorrimento verticale con funzionamento elettrico.",info@sportsystem.it,+390438 401247,https://sportsystem.it,"Via Del Lavoro, 2 31020 San Fior TV - IT",,
SPORTISSIMO SRL,Hall A; Stand E16-E20,,info@sportissimotnt.it,+39035 752722,https://sportissimotnt.it,"Via Pradella, 10 24021 Albino BG - IT",,
SPORTS LABS IT SRL,Hall B; Stand B22-C23,,gastone@sportslabs.it,+390363 1743156,https://sportslabs.it,"Via Carnovali, 104 24059 Urgnano BG - IT",,
Staff Editoriale snc,IT,,staffedi@staffedit.it,+3902 48007449,https://staffedit.it,"Via B. Davanzati, 5 20158 Milano MI - IT",,
Star Expo (BEIJING),Hall B; Stand D22,,wanglei_ata9@163.com,+86010 84195057,,"B-2213, Jiatai International Building 100025 Beijing - CN",,
STUDIO CAVAGGIONI SCARL,Hall A; Stand E8,"Gestione Impianti Sportivi: Supporto agli Enti nella gestione efficiente degli impianti sportivi, con analisi organizzative, definizione di modelli gestionali, ottimizzazione dei servizi e sviluppo di strategie condivise con le società sportive. Favoriamo sostenibilità e valorizzazione del patrimonio. Sviluppo Impianti Sportivi: Consulenza per la progettazione, riqualificazione e sviluppo delle infrastrutture sportive, con attenzione a sostenibilità, innovazione e valorizzazione del patrimonio esistente. Supportiamo gli Enti in tutte le fasi decisionali. Gare e Contratti: Gestione completa delle procedure di gara: predisposizione degli atti, assistenza nelle fasi di confronto, supporto alla sottoscrizione e monitoraggio dell’esecuzione contrattuale. Assicuriamo trasparenza, correttezza e rispetto delle normative vigenti. Supporto RUP PPP: Supporto al RUP nelle operazioni di Partenariato Pubblico Privato, con assistenza completa in tutte le fasi: analisi preliminare, scelta della procedura, valutazione delle proposte, gestione dei tavoli di confronto e monitoraggio dell’esecuzione contrattuale. Garantiamo conformità normativa, tutela dell’Ente e processi decisionali più efficaci, assicurando equilibrio tra interesse pubblico e sostenibilità dell’operazione. Supporto RUP 36/2023: Assistenza specialistica al RUP nelle procedure di concessione e partenariato previste dal D.Lgs. 36/2023. Seguiamo l’Ente dalla programmazione alla gara, fino alla sottoscrizione e al monitoraggio del contratto. Supportiamo analisi comparative, raccolta dati, valutazioni di convenienza economica e predisposizione degli atti necessari. Supporto RUP Decreto Sport - D.Lgs. 38/2021: Supporto dedicato al RUP nelle procedure del settore sportivo secondo D.Lgs. 38/2021. Offriamo analisi preliminari, valutazioni economiche, confronto con operatori economici, predisposizione degli atti e gestione completa della gara. Garantiamo conformità normativa e processi trasparenti. Concessioni ETS: Servizio specializzato per le concessioni verso Enti del Terzo Settore, con analisi dei piani economico‑finanziari, predisposizione delle convenzioni, gestione dei tavoli di confronto nella co-progettazione e monitoraggio dell’esecuzione contrattuale. Favoriamo modelli collaborativi e sostenibili. Analisi Value for Money: Valutazioni di Value for Money per verificare la convenienza economica delle proposte di partenariato. Analizziamo costi, benefici, rischi e sostenibilità, garantendo equilibrio tra interesse pubblico e qualità dell’intervento. Formazione e Partnership per la Governance degli Impianti Sportivi: Formazione specialistica alle Pubbliche Amministrazioni e alle società sportive sulle procedure di affidamento e sulla gestione degli impianti. Attraverso il programma Partnership Sportive, sviluppiamo modelli di partenariato pubblico‑privato per la gestione e la valorizzazione degli impianti sportivi, favorendo sinergie efficaci tra enti pubblici e realtà sportive. Lo Studio affianca i clienti con competenze giuridiche e gestionali, garantendo trasparenza, sostenibilità economica e tutela dell’interesse pubblico, e supportando percorsi innovativi di sviluppo e governance.",scarl@studiocavaggioni.it,+39045 6101835,https://studiocavaggioni.it,"Via L. Pirandello, 3/N 37047 San Bonifacio VR - IT",,
studio28architettura,Hall B; Stand D32,,marco.benedetti@studio28a.it,+39035243747,,"Via F.Nullo, 28a 24128 Bergamo BG - IT",,
TeamSystem S.p.A.,Hall A; Stand D26,,a.giordani@teamsystem.com,+390721 42661,https://teamsystem.com,"Via Sandro Pertini, 88 61122 Pesaro PU - IT",,
Teloni Tosetto srl,Hall B; Stand C22-D23,,info@bigape.it,+39049 5971920,,"Via Del Macello, 30 35013 Cittadella PD - IT",,
TeMa Technologies and Materials srl,Hall B; Stand A12,,mikol.zanardo@temacorporation.com,+390438 5031,https://temacorporation.com,"Via dell'Industria, 21 31029 Vittorio Veneto TV - IT",,
TERRE DAVIS SRL,Hall A; Stand D36,,anna.garavelli@terredavis.it,+39037594185,https://terredavis.it,"Via XXV Aprile, 16 26038 Torre De' Picenardi CR - IT",,
Tinaz Kaucuk Kimya Tic LTD STI,Hall A; Stand A3,,tinazkaucuk@tinazkaucuk.com,+90555 6181714,https://tinazkaucuk.com,Yesilce Mah. Aytekin Sk. NO: 4 34406 Kagithane - TR,,
TOPS FOR TENNIS by VIGANÒ PAVITEX,Hall A; Stand C37,"TOP CLAY®: Terra ibrida con superficie di gioco in terra battuta naturale a intaso di una membrana tessile, linee dipinte; ideale per campi all’esterno o in struttura coperta. Caratteristiche : Top Sand®: Membrana strutturata per campi da tennis outdoor e indoor con linee verniciate e intaso in sabbia quarzifera UFine®. Caratteristiche : Top Slide®: Membrana strutturata per campi da tennis indoor con linee bianche intarsiate e intaso in granulato di gomma. Caratteristiche : File: PDF (1 MB) File: PDF (0.19 MB) File: PDF (0.12 MB)",tennis@pavitex.com,+39035 201711,https://pavitex.com,"Via Carlinga, 35 24035 Curno BG - IT",,
TRITOGOM S.R.L.,Hall B; Stand C18-D21,"TRITOPOLV-MICROPOLV 0,0 – 0,4 mm: Polverino di gomma SBR ottenuto dal recupero di pneumatici fuori uso. La granulometria ultrafine lo rende ideale per pannelli fonoassorbenti, isolanti, adesivi e applicazioni industriali che richiedono elevata uniformità e qualità costante. TRITOPOLV-MICROPOLV 0,5 – 0,8 mm: Polverino di gomma riciclata con granulometria controllata. Perfetto per la produzione di pannelli isolanti, materiali fonoassorbenti, colle e compound tecnici, garantendo affidabilità e sostenibilità ambientale. TRITOGRAN-MICROGRAN 0,8 – 1,5 mm: Granulato di gomma adatto a campi in erba sintetica, piste di atletica e superfici antitrauma. Assicura elasticità, resistenza all’usura e ottime prestazioni in applicazioni sportive e ricreative. TRITOGRAN-MICROGRAN 0,8 – 2,5 mm: Granulo di gomma versatile per intaso sportivo, aree gioco, pavimentazioni antishock e barriere fonoassorbenti. Prodotto da pneumatici recuperati, combina qualità tecnica, durata e rispetto per l’ambiente. TRITOGRAN-MICROGRAN 2,0 – 4,0 mm: Granulato di gomma a granulometria più elevata, ideale per superfici sportive, aree gioco e applicazioni che richiedono maggiore capacità drenante e assorbimento degli urti. Resistente e durevole nel tempo. File: PDF (0.87 MB)",info@tritogom.com,+390172 499148,https://tritogom.com,Via del Lavoro - Frazione Cappellazzo 12062 Cherasco CN - IT,,
Vinci Sp. Z.o.o.,Hall B; Stand B22-C31,,m.corati@vinci-play.com,+48780 047378,https://vinci-play.com,"Krolewska, 5 05-816 Reguly - PL",,
Wallparty di Scognamiglio Alessio,Hall A; Stand A32-B35,,commerciale@wallparty.it,+39342 6506425,https://wallparty.it,"Via San Lucio, 40 21050 Lonate Ceppino VA - IT",,
Waterplay,Hall A; Stand B19,,marketing@waterplay.com,+3306 14645899,https://waterplay.com,805 Crowley Avenue V1Y 7G6 Kelowna - CA,,
"Zhonghao Galaxy Industrial CO., LTD",Hall B; Stand D22,,hgangdu@126.com,+860513 84318588,,"6th Floor, Biaolong Bldg, No. 58 Rugao - CN",,
ZUCCHETTI CENTRO SISTEMI SPA - AMBROGIO ROBOT,Hall A; Stand B32-C35,"Ambrogio 4.0 PRO: Robot professionale 4WD per grandi aree verdi fino a 5.500 mq. Grazie alla navigazione nRTK, alla telecamera ZVision e alla gestione Cloud, lavora senza filo perimetrale con elevata precisione anche su terreni irregolari, pendenze importanti e aree complesse. La lama a stella a 4 punte in acciaio temprato garantisce un taglio netto, uniforme e duraturo. Ambrogio 4.36 PRO: Soluzione professionale per grandi superfici fino a 10.000 mq, pensata per ottimizzare tempi e qualità di taglio. La larghezza di taglio da 36 cm, la navigazione nRTK e la gestione Cloud permettono una copertura precisa, programmabile e costante. Ideale per parchi, aree aziendali, strutture ricettive e contesti professionali che richiedono continuità operativa. Ambrogio 4.0 PRO 4WD: Robot modulare, versatile e progettato per lavorare anche senza filo perimetrale. Le quattro ruote motrici, i sensori ZCS, la navigazione RTK avanzata e l’intelligenza artificiale garantiscono un taglio preciso e uniforme su superfici fino a 5.500 mq, anche su terreni irregolari e in condizioni difficili. Continua a lavorare in modo affidabile anche in caso di perdita temporanea del segnale. Ambrogio 4.36 PRO 4WD: Potente, articolato e tecnologico, è pensato per aree complesse e in pendenza fino a 10.000 mq. La trazione 4WD, la navigazione RTK e i sensori ZCS e ultrasonici assicurano precisione centimetrica, taglio uniforme e continuità operativa anche in prossimità dei bordi o in caso di perdita del segnale. ZCS Connect è incluso di serie. Ambrogio 4.50 PRO: Robot potente con scocca in carbonio e autonomia fino a 11 ore, ideale per superfici molto estese come campi da calcio e golf course. Con quattro batterie da 15Ah, tecnologia RTK, sensori ultrasonici ZCS, larghezza di taglio da 84 cm e controllo remoto tramite ZCS Connect, garantisce prestazioni elevate e gestione professionale del verde. Ambrogio 4.50 PRO 4WD: Top di gamma per superfici molto estese, fino a 80.000 mq. Con larghezza di taglio da 84 cm, autonomia fino a 11 ore e navigazione nRTK, è progettato per campi sportivi, golf course e grandi aree professionali. Massimizza produttività, qualità di taglio e controllo operativo anche su cicli di lavoro intensivi. Il riferimento per la gestione professionale di aree verdi molto estese. La trazione 4WD consente di affrontare terreni impegnativi e pendenze elevate, mentre la navigazione RTK e i sensori avanzati assicurano massima precisione senza filo perimetrale. Batteria da 60Ah, autonomia fino a 11 ore, lama a stella a 4 punte e sistema di taglio da 84 cm.",a.valentini@zcscompany.com,+3905591971,,Via Lungarno 305 52028 Terranova Bracciolini AR - IT,,
